{url} {actual_label} {predicted_label} {correctness}
3daysmarch.net safe phishing wrong
bellevue-avenue.com safe phishing wrong
radarculinario.com safe phishing wrong
runwayscout.com safe phishing wrong
agepokemon.com safe phishing wrong
oopbook.com safe phishing wrong
2milesurf.com safe phishing wrong
frasweb.net safe phishing wrong
2doc.by safe phishing wrong
chaartar.com safe phishing wrong
hidalgo.tx.us safe phishing wrong
amnesty.fi safe phishing wrong
clpna.com safe phishing wrong
vseotkritki.ru safe phishing wrong
wrightwoodsurveillance.com safe phishing wrong
girlsway.sexy safe phishing wrong
cornoemanso.blogspot.com.br safe phishing wrong
kingsfirearmsonline.com safe phishing wrong
mint-coin.org safe phishing wrong
iranliftshop.com safe phishing wrong
choose.tv safe phishing wrong
cangzhou.gov.cn safe phishing wrong
sh148.org safe phishing wrong
vrzinc.com safe phishing wrong
fc-magdeburg.de safe phishing wrong
rhemabiblecollege.co.za safe phishing wrong
volby.cz safe phishing wrong
lxzq.com.cn safe phishing wrong
rollersports.cn safe phishing wrong
xvideosoficial.com safe phishing wrong
shonan-kokusai.jp safe phishing wrong
ksaroz.com.np safe phishing wrong
ultradruk.com safe phishing wrong
newportonthelevee.com safe phishing wrong
englishgreece.blogspot.gr safe phishing wrong
suncamp.co.uk safe phishing wrong
1108862.com safe phishing wrong
quantiphi.com safe phishing wrong
rahatiran.com safe phishing wrong
otentik.com safe phishing wrong
minecraftserver.net safe phishing wrong
selfadsi.org safe phishing wrong
lovingnewyork.com.br safe phishing wrong
suplyd.com safe phishing wrong
helportoped.ru safe phishing wrong
tastyeverafter.com safe phishing wrong
bartenderbarista.com safe phishing wrong
arabiangenes.com safe phishing wrong
girltweetsworld.com safe phishing wrong
sms-kari.ir safe phishing wrong
fenceit.ch safe phishing wrong
ideal.co.ir safe phishing wrong
oriobranco.net safe phishing wrong
amr-australia.com.au safe phishing wrong
peptid-premium.ru safe phishing wrong
nra.org.uk safe phishing wrong
carolina-hf.myshopify.com safe phishing wrong
vulkanplatinum-777.com safe phishing wrong
ricons.vn safe phishing wrong
orfeo.pro safe phishing wrong
xxxilporn.com safe phishing wrong
nsk-sys.com safe phishing wrong
uni-max.ro safe phishing wrong
franklingolfcar.com safe phishing wrong
zgpks.rzeszow.pl safe phishing wrong
kayrosxl.ru safe phishing wrong
ahliman.info safe phishing wrong
pizzahut.co.za safe phishing wrong
ch8ts.de safe phishing wrong
theticketbucket.com safe phishing wrong
stenaline-edeals.co.uk safe phishing wrong
vmagazineshop.com safe phishing wrong
business-art.jp safe phishing wrong
wethepizza.com safe phishing wrong
aus3d.com.au safe phishing wrong
merawatan.pk safe phishing wrong
nutricionmuscular.com safe phishing wrong
elite-dangerous-blog.co.uk safe phishing wrong
okcorral.fr safe phishing wrong
stringersports.com.au safe phishing wrong
berlin030.de safe phishing wrong
harnigsowns.tumblr.com safe phishing wrong
gpgcheckout.com safe phishing wrong
pdtnyc.com safe phishing wrong
teen-lil.tk safe phishing wrong
girls--cafe.com safe phishing wrong
www2015.it safe phishing wrong
cisro.co.kr safe phishing wrong
eksiresalamati.com safe phishing wrong
justxvideos.com safe phishing wrong
badrsun.com safe phishing wrong
hkdesignjobs.com safe phishing wrong
agrotehcom.ru safe phishing wrong
esdpc.com safe phishing wrong
hakuhodo.cn safe phishing wrong
hsdfy.com safe phishing wrong
coloradoci.com safe phishing wrong
ideatrans.net safe phishing wrong
vitalunlock.com safe phishing wrong
egramdigital.co.in safe phishing wrong
justanothergallery.myshopify.com safe phishing wrong
lalaxiaoshuo.com safe phishing wrong
battlefix.com safe phishing wrong
elec20.ir safe phishing wrong
1200rt.com safe phishing wrong
carpang.com safe phishing wrong
hindicbse.com safe phishing wrong
lets-clic.com safe phishing wrong
govtsalary.in safe phishing wrong
androidrevolution.org safe phishing wrong
valuert.com safe phishing wrong
noblesecurities.pl safe phishing wrong
estgp.pt safe phishing wrong
superdonusum.com safe phishing wrong
mousepads.cool safe phishing wrong
thebestlockers.com safe phishing wrong
charmdome.com safe phishing wrong
booktaxibcn.com safe phishing wrong
otp.go.th safe phishing wrong
hestragloves.com safe phishing wrong
megapornoonline.com safe phishing wrong
rockforddiocese.org safe phishing wrong
coursfsjes.com safe phishing wrong
ampnetwork.net safe phishing wrong
campbellsci.ca safe phishing wrong
oper.koeln safe phishing wrong
pepinieres-valderdre.fr safe phishing wrong
sanmarinofotocine.sm safe phishing wrong
9download.ir safe phishing wrong
affordablebasementwaterproofinginc.com safe phishing wrong
sleephabits.net safe phishing wrong
timesleaderonline.com safe phishing wrong
steelcitycon.com safe phishing wrong
oar.archi safe phishing wrong
lasvegasliving.com safe phishing wrong
lg-ess.com safe phishing wrong
eraeverywhere.com safe phishing wrong
ossu.org safe phishing wrong
creditladder.co.uk safe phishing wrong
mamabank.com.tr safe phishing wrong
justintv-izle.org safe phishing wrong
innocentstore.sk safe phishing wrong
barharborwhales.com safe phishing wrong
acube-ac.com safe phishing wrong
geopoliticalmonitor.com safe phishing wrong
citizenlab.co safe phishing wrong
miguelgarcia.xyz safe phishing wrong
wpformers.com safe phishing wrong
pesni-film.ru safe phishing wrong
netping.ru safe phishing wrong
kscst.org.in safe phishing wrong
3e.pl safe phishing wrong
solina-avto.ru safe phishing wrong
geo-mag.eu safe phishing wrong
snwa.com safe phishing wrong
caracasfutbolclub.com safe phishing wrong
unitus.online safe phishing wrong
ipaye.com safe phishing wrong
junecrandoncosmetics.com safe phishing wrong
markloud.net safe phishing wrong
luxecitycenter.com safe phishing wrong
preen.me safe phishing wrong
risoval-ko.ru safe phishing wrong
jav168.co safe phishing wrong
goquo.com safe phishing wrong
electrical-age.net safe phishing wrong
samuji.com safe phishing wrong
fnddayfirstone.com safe phishing wrong
mamapicks.jp safe phishing wrong
start01.info safe phishing wrong
cruisepeople.co.uk safe phishing wrong
e-cerpadla.cz safe phishing wrong
goodmmogame.info safe phishing wrong
itassurance.com safe phishing wrong
lascana.hu safe phishing wrong
catalystlatex.com safe phishing wrong
angebote123.com safe phishing wrong
verbedujour.com safe phishing wrong
holidaygenie.com safe phishing wrong
essentialftir.com safe phishing wrong
jee-cn.com safe phishing wrong
drollnation.com safe phishing wrong
carebulletin.com safe phishing wrong
tradermilionario.com safe phishing wrong
iranalyaum.com safe phishing wrong
stractest.org safe phishing wrong
34.gs safe phishing wrong
interparking-france.com safe phishing wrong
nerdyshow.com safe phishing wrong
northernirelandscreen.co.uk safe phishing wrong
olhanninen.livejournal.com safe phishing wrong
drmirshokraei-pediatrician.ir safe phishing wrong
tictoc.com.mx safe phishing wrong
savemoneycutcarbon.com safe phishing wrong
ilo-logistics.com safe phishing wrong
aventec.com.co safe phishing wrong
rema.gov.rw safe phishing wrong
hmh.org safe phishing wrong
4g-antennit.fi safe phishing wrong
cassimatis.gr safe phishing wrong
mcgrathlexusofchicago.com safe phishing wrong
santandertriathlonseries.com safe phishing wrong
governmentstaff.com safe phishing wrong
gpspanel.ir safe phishing wrong
madeinpego.it safe safe correct
seichi.click safe phishing wrong
tuanjiebao.com safe phishing wrong
ordernow.info safe phishing wrong
rheinstetten.de safe phishing wrong
sukatogel.com safe phishing wrong
tusremedioshoy.com safe phishing wrong
topminipc.com safe phishing wrong
waprik.ru safe phishing wrong
literary-evening.ru safe phishing wrong
escoladeltreball.cat safe phishing wrong
solicitors-barristers.co.uk safe phishing wrong
nudeholes.com safe phishing wrong
permacon.de safe phishing wrong
hpsn.com safe phishing wrong
tabita.ro safe phishing wrong
black-pearl-one.jimdo.com safe phishing wrong
bowens.co.uk safe phishing wrong
capmilano.it safe phishing wrong
yaxa.co safe phishing wrong
taesa.com.br safe phishing wrong
caucasusgeography.blogspot.nl safe phishing wrong
emrecetinblog.com safe phishing wrong
discoverytoys.net safe phishing wrong
tuilixy.net safe phishing wrong
aubergedupommier.com safe phishing wrong
books.or.jp safe phishing wrong
touristikosodigos.com safe phishing wrong
greatamericanhomestore.com safe phishing wrong
33hops.com safe phishing wrong
karups-gallery.com safe phishing wrong
omegacinemaprops.com safe phishing wrong
gidpopechkam.ru safe phishing wrong
freeexceldashboards.com safe phishing wrong
achterdesamenleving.nl safe phishing wrong
lecanzonidamore.it safe phishing wrong
campstarfish.org safe phishing wrong
hentai-italian.tumblr.com safe phishing wrong
smutecnioznameni.eu safe phishing wrong
doveoriginalstrims.com safe phishing wrong
bethaze.com safe phishing wrong
mimioconnect.com safe phishing wrong
truckmovers.com safe phishing wrong
buiclub.com safe phishing wrong
xn--12c6bvbb3a0cxm.com safe phishing wrong
eastfest.hu safe phishing wrong
kot0.com safe phishing wrong
dlja-mashinostroitelja.info safe phishing wrong
gonosen.net safe phishing wrong
indiastic.in safe phishing wrong
amonashvili.com safe phishing wrong
immobilienliebling.de safe phishing wrong
stillio.com safe phishing wrong
rthibert.com safe phishing wrong
engsoftsolutions.com safe phishing wrong
generationinitiative.org safe phishing wrong
fishaholicsnw.com safe phishing wrong
howtohackinsta.com safe phishing wrong
hindindia.com safe phishing wrong
njlottery.net safe phishing wrong
bamasportsradio.com safe phishing wrong
yukonsolitaire.net safe phishing wrong
wsszeiss.sinaapp.com safe phishing wrong
springbox.com safe phishing wrong
movieetc.com safe phishing wrong
nutricionysalud.org.es safe phishing wrong
film-mp4.ru safe phishing wrong
miru-kiku.jp safe phishing wrong
hats-plus.com safe phishing wrong
tsuruya-kisshotei.com safe phishing wrong
bluecomvn.com safe phishing wrong
eco-farm.org safe phishing wrong
livewebacademy.com safe phishing wrong
carjob.com.cn safe phishing wrong
brightliver.com safe phishing wrong
bgoplatform.com safe phishing wrong
alchemistindia.net safe phishing wrong
ibrowse.com safe phishing wrong
piaseczno.pl safe phishing wrong
uicflames.com safe phishing wrong
sabo-int.org safe phishing wrong
rull.se safe phishing wrong
manutan.sk safe phishing wrong
indian-tandoori-corner.ch safe phishing wrong
houseoforganic.fi safe phishing wrong
korea4dl.com safe phishing wrong
pixelosaur.com safe phishing wrong
balancepharm.co.kr safe phishing wrong
ecarenext.com safe phishing wrong
velo-tur.net safe phishing wrong
sortirepinal.fr safe phishing wrong
rzmask.com safe phishing wrong
salamat.center safe phishing wrong
bsnpubs.com safe phishing wrong
lexch.com safe phishing wrong
spgsoft.com safe phishing wrong
virtualmedia.es safe phishing wrong
sabermax.com safe phishing wrong
afishapskov.ru safe phishing wrong
orthodoxvera.ru safe phishing wrong
lidertronica.com safe phishing wrong
marblesthebrainstore.com safe phishing wrong
codeengn.com safe phishing wrong
spotvis.com safe phishing wrong
scholarnet.cn safe phishing wrong
perfilnews.com.br safe phishing wrong
holynetworknews.com safe phishing wrong
somepets.com safe phishing wrong
kaman.com safe safe correct
esmegengroup.com.sg safe phishing wrong
maquettes-papier.net safe phishing wrong
mjfgroup.biz safe phishing wrong
rodeodrive-bh.com safe phishing wrong
servicematica.com safe phishing wrong
ictioterm.es safe phishing wrong
evrazna.com safe phishing wrong
teachingimage.com safe phishing wrong
nblive.in safe phishing wrong
satec.es safe phishing wrong
deonissafaris.com safe phishing wrong
inquarta.com safe phishing wrong
24hdown.com safe phishing wrong
samiakonvima.blogspot.gr safe phishing wrong
zorba-budda.ru safe phishing wrong
provident.hu safe phishing wrong
nakeddeers.tumblr.com safe phishing wrong
boshraamin.com safe phishing wrong
sunglassesmaniac.com safe phishing wrong
the4um.com.mx safe phishing wrong
axiooworld.com safe phishing wrong
webmuz.com safe phishing wrong
allazlyrics.com safe phishing wrong
wearethe99percent.tumblr.com safe phishing wrong
caravancanopy.com safe phishing wrong
samix.ir safe phishing wrong
oedipus-mc.com safe phishing wrong
personalwlan.de safe phishing wrong
statybunaujienos.lt safe phishing wrong
sadevederin.blogspot.com.tr safe phishing wrong
schneidebrett-experte.de safe phishing wrong
cifi.com.cn safe phishing wrong
leanntech.com safe phishing wrong
crevisse.com safe phishing wrong
tripfilms.com safe phishing wrong
milwaukeepc.com safe phishing wrong
deepakperwani.com safe phishing wrong
futuro.hr safe phishing wrong
landkreis-verden.de safe phishing wrong
10omiha.ir safe phishing wrong
cortilum.mx safe phishing wrong
christyng.com safe phishing wrong
flexing4you.com safe phishing wrong
podarizavtra.ru safe phishing wrong
dronesbaratoscaseros.com safe phishing wrong
cgicompany.com safe phishing wrong
jsworld.jp safe phishing wrong
thinknres.com safe phishing wrong
dvderotiklive.com safe phishing wrong
weilfuneralhome.com safe phishing wrong
uzhasy.net safe phishing wrong
kocburcu.net safe phishing wrong
dustwell.com safe phishing wrong
outco.io safe phishing wrong
geantsat1.blogspot.com safe phishing wrong
brasilstore.org safe phishing wrong
yunmojsq.me safe phishing wrong
muslimhands.fr safe phishing wrong
omshivam.wordpress.com safe phishing wrong
sarahdrasnerdesign.com safe phishing wrong
botinagy.com safe phishing wrong
rovip.info safe phishing wrong
citizen-systems.co.jp safe phishing wrong
av-assembler.ru safe phishing wrong
bi1m.my safe phishing wrong
arsenal.lv safe phishing wrong
descargarsnapchatapp.com safe phishing wrong
campusadministrativo.es safe phishing wrong
tecknowledgebase.com safe phishing wrong
patriotsontheright.com safe phishing wrong
columbusregion.com safe phishing wrong
colortoner.it safe phishing wrong
yazz.ua safe phishing wrong
wcrus.ws safe phishing wrong
dnflawfirm.ir safe phishing wrong
pesquebrasil.com.br safe phishing wrong
japan-accessible.com safe phishing wrong
sage.ie safe safe correct
academiadecoaching.ro safe phishing wrong
anime-fr.co safe phishing wrong
tenhoprovaamanha.com.br safe phishing wrong
blogcurioso.com safe phishing wrong
bltomato.com safe phishing wrong
usonetrip.com safe phishing wrong
injazat.com safe phishing wrong
africkmarket.com safe phishing wrong
topbabyblogs.com safe phishing wrong
xn--e1aqp.kz safe phishing wrong
kabar-banten.com safe phishing wrong
trickshub.in safe phishing wrong
legendarysupplements.com safe phishing wrong
e-interiors.net safe phishing wrong
monunivers3d.com safe phishing wrong
cherepahi.info safe phishing wrong
shearrevival.com safe phishing wrong
antiqueroseemporium.com safe phishing wrong
xenmet.com safe phishing wrong
clipsporne.top safe phishing wrong
wrkr.com safe phishing wrong
genclerbirligi.org.tr safe phishing wrong
sickanimation.com safe phishing wrong
unitednaghi.com.sa safe phishing wrong
palmettoweekend.com safe phishing wrong
rmaelectronics.com safe phishing wrong
aedv.es safe phishing wrong
masanz.es safe phishing wrong
jerseyfoodandlife.com safe phishing wrong
churchofpop.net safe phishing wrong
incheonnews.com safe phishing wrong
hxtz198.com safe phishing wrong
glastofestfeed.com safe phishing wrong
satwave.blogspot.com safe phishing wrong
vksplus.ru safe phishing wrong
aga.org safe safe correct
borgocomuneantico.com safe phishing wrong
mayorista10.cl safe phishing wrong
sirkusshopping.no safe phishing wrong
advanscotedivoire.com safe phishing wrong
asandk.com safe phishing wrong
onelife.com safe phishing wrong
lascomedia.com safe phishing wrong
thebig-greatupdating247.pw safe phishing wrong
mambo-bologna.org safe phishing wrong
optometrieonline.de safe phishing wrong
yongsukakuning.blogspot.my safe phishing wrong
newolde.com safe phishing wrong
pflege-berufe.ch safe phishing wrong
asscat-hepatitis.org safe phishing wrong
iinejapan.jp safe phishing wrong
soaam.or.kr safe phishing wrong
eastrovedica.com safe phishing wrong
onlinetravelcurrency.com safe phishing wrong
elizabethspanncraig.com safe phishing wrong
mime.ac.in safe phishing wrong
astrozing.com safe phishing wrong
lowca-okazji.blogspot.com safe phishing wrong
vietstock.com.vn safe phishing wrong
hondamc.com safe phishing wrong
dealntricksloot.com safe phishing wrong
todoactividades.com safe phishing wrong
fallout2online.com safe phishing wrong
lacreperie.at safe phishing wrong
tenolee.net safe phishing wrong
catforehead.com safe phishing wrong
wannabuyawatch.com safe phishing wrong
swinger-personals.co.uk safe phishing wrong
milliyet.tv safe phishing wrong
randomcraft.ru safe phishing wrong
fishing-crew.com safe phishing wrong
qqbuzz.com safe phishing wrong
lfsgxyfshxx.com safe phishing wrong
parquecerdeira.com safe phishing wrong
icnareliefcanada.ca safe phishing wrong
chat10looks3.com safe phishing wrong
mytrove.com safe phishing wrong
tower-of-goetia.com safe phishing wrong
dhgllp.com safe phishing wrong
aats-shop.ch safe phishing wrong
3dinvasion.com safe phishing wrong
islandhousekeywest.com safe phishing wrong
intellihome.be safe phishing wrong
bajaj.pe safe phishing wrong
randosity.wordpress.com safe phishing wrong
providencecare.ca safe phishing wrong
montclairathletics.com safe phishing wrong
kingsroad.jp safe phishing wrong
sosyalben.com safe phishing wrong
wellkagu.com safe phishing wrong
sertanejoplus.com.br safe phishing wrong
johnnyetc.com safe phishing wrong
nastavleniya.ru safe phishing wrong
konzerthaus-dortmund.de safe phishing wrong
parfumdreams.dk safe phishing wrong
absoluteschool.net safe phishing wrong
treasure05x.jp safe phishing wrong
zabindy.com safe phishing wrong
ppzhibo.com safe phishing wrong
nannypoppinz.com safe phishing wrong
jonason-inv.com safe phishing wrong
tactical-corner.gr safe phishing wrong
painelrh.asia safe phishing wrong
zgwx.gov.cn safe phishing wrong
fahcsia.gov.au safe phishing wrong
smartdatasoft.com safe phishing wrong
electric.coop safe phishing wrong
rileykids.org safe phishing wrong
alimentacioncanina.com safe phishing wrong
mdhelicopters.com safe phishing wrong
savefrom.ws safe phishing wrong
difesaesicurezza.com safe phishing wrong
tipsxpert.com safe phishing wrong
craigmarlatt.com safe phishing wrong
boylondonchina.com safe phishing wrong
jinluo.tmall.com safe phishing wrong
vds-forum-china.de safe phishing wrong
foto-modelky.cz safe phishing wrong
monerakiennz.website safe phishing wrong
specialeducationadvisor.com safe phishing wrong
purimatravel.com safe phishing wrong
tdaily.ru safe phishing wrong
empress-empire.com safe phishing wrong
bravo-kernel.com safe phishing wrong
seflow.it safe phishing wrong
healthcaresupplypros.com safe phishing wrong
studiokensaku.com safe phishing wrong
cizgiromanvadisi.com safe phishing wrong
leesburgpharmacy.com safe phishing wrong
aqualiment.com safe phishing wrong
flagratotal.com safe phishing wrong
ferrarasottolestelle.it safe phishing wrong
jsbs2012.jp safe phishing wrong
bandhanmf.com safe phishing wrong
isadoras.com safe phishing wrong
pbooru.com safe phishing wrong
cabanesdesgrandschenes.com safe phishing wrong
surpluszaragoza.com safe phishing wrong
ekfdiagnostics.com safe phishing wrong
androidiletisim.com safe phishing wrong
4g.net safe phishing wrong
opensaas.com.br safe phishing wrong
soundgraphics.net safe phishing wrong
midlifebachelor.com safe phishing wrong
logix.com safe phishing wrong
arkamediaworks.com safe phishing wrong
publipega.com safe phishing wrong
ricgroup.com.au safe phishing wrong
gemco.com.mx safe phishing wrong
jewishcommunitywatch.org safe phishing wrong
yourfinestupdatingever.pro safe phishing wrong
femplaza.nl safe phishing wrong
corporatewatch.org safe phishing wrong
clipsearch.co.uk safe phishing wrong
baraherbs.co.il safe phishing wrong
webcanavari.net safe phishing wrong
runetmusic.ru safe phishing wrong
threerivers.edu safe phishing wrong
reque.jp safe phishing wrong
instantlicensing.com safe phishing wrong
ryansechrest.com safe phishing wrong
znaj.com.ua safe phishing wrong
invitationtojoin.com safe phishing wrong
typhoon-hil.com safe phishing wrong
total accuracy: 44.13%
